GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JQ5E001,JQ5E002,JQ5E003,JQ5E004,JQ5E005,JQ5E006,JQ5E007,JQ5E008,JQ5E009,JQ5E010,JQ5E011,JQ5E012,JQ5E013,JQ5E014,JQ5E015,JQ5E016,JQ5E017,JQ5E018,JQ5E019,JQ5E020,JQ5E021,JQ5E022,JQ5E023,JQ5E024,JQ5E025,JQ5E026,JQ5E027,JQ5E028,JQ5E029,JQ5E030,JQ5E031,JQ5E032,JQ5E033,JQ5E034,JQ5E035,JQ5E036,JQ5E037,JQ5E038,JQ5E039,JQ5E040,JQ5E041,JQ5E042,JQ5E043,JQ5E044,JQ5E045,JQ5E046,JQ5E047,JQ5E048,JQ5E049,JQ5E050,JQ5E051,JQ5E052,JQ5E053,JQ5E054,JQ5E055,JQ5E056,JQ5E057,JQ5E058,JQ5E059,JQ5E060,JQ5E061,JQ5E062,JQ5E063,JQ5E064,JQ5E065,JQ5E066,JQ5E067,JQ5E068,JQ5E069,JQ5E070,JQ5E071,JQ5E072,JQ5E073,NAME_M,JQ5M001,JQ5M002,JQ5M003,JQ5M004,JQ5M005,JQ5M006,JQ5M007,JQ5M008,JQ5M009,JQ5M010,JQ5M011,JQ5M012,JQ5M013,JQ5M014,JQ5M015,JQ5M016,JQ5M017,JQ5M018,JQ5M019,JQ5M020,JQ5M021,JQ5M022,JQ5M023,JQ5M024,JQ5M025,JQ5M026,JQ5M027,JQ5M028,JQ5M029,JQ5M030,JQ5M031,JQ5M032,JQ5M033,JQ5M034,JQ5M035,JQ5M036,JQ5M037,JQ5M038,JQ5M039,JQ5M040,JQ5M041,JQ5M042,JQ5M043,JQ5M044,JQ5M045,JQ5M046,JQ5M047,JQ5M048,JQ5M049,JQ5M050,JQ5M051,JQ5M052,JQ5M053,JQ5M054,JQ5M055,JQ5M056,JQ5M057,JQ5M058,JQ5M059,JQ5M060,JQ5M061,JQ5M062,JQ5M063,JQ5M064,JQ5M065,JQ5M066,JQ5M067,JQ5M068,JQ5M069,JQ5M070,JQ5M071,JQ5M072,JQ5M073
"G20017700026013","2006-2010",,,"Kansas","20","Shawnee County","177",,,"002601","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 26.01, Shawnee County, Kansas",797,337,180,64,64,0,52,42,10,0,64,34,0,14,16,0,0,0,33,0,0,0,0,15,9,9,62,18,44,29,0,29,0,33,12,13,8,460,146,84,84,0,8,0,8,0,30,0,10,12,8,24,17,7,184,0,0,0,0,161,0,23,130,9,121,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 26.01, Shawnee County, Kansas",194,93,80,54,54,109,51,48,16,109,56,43,109,23,25,109,109,109,33,109,109,109,109,25,16,15,47,22,41,30,109,30,109,31,19,20,14,139,68,60,60,109,13,109,13,109,28,109,16,18,15,25,22,12,79,109,109,109,109,85,109,22,79,15,75,109,109,109,109,109,109,109,109
"G20017700026021","2006-2010",,,"Kansas","20","Shawnee County","177",,,"002602","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 26.02, Shawnee County, Kansas",1230,577,176,66,66,0,50,25,25,0,60,0,32,12,16,0,0,0,118,0,0,0,0,100,18,0,101,16,85,84,0,20,64,98,49,49,0,653,243,83,83,0,25,12,0,13,65,17,0,31,17,70,70,0,115,27,0,0,0,53,0,35,233,0,233,44,44,0,0,18,18,0,0,"Block Group 1, Census Tract 26.02, Shawnee County, Kansas",260,164,78,42,42,109,39,29,28,109,50,109,36,20,25,109,109,109,95,109,109,109,109,89,29,109,90,26,79,85,109,23,82,74,38,69,109,139,74,48,48,109,28,19,109,23,48,26,109,33,20,50,50,109,82,30,109,109,109,65,109,32,94,109,94,68,68,109,109,29,29,109,109
"G20017700026022","2006-2010",,,"Kansas","20","Shawnee County","177",,,"002602","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 26.02, Shawnee County, Kansas",793,359,232,121,98,23,53,29,24,0,9,0,9,0,0,49,49,0,10,0,10,0,10,0,0,0,92,68,24,15,0,0,15,10,0,0,10,434,323,115,63,52,14,0,0,14,140,0,24,116,0,54,39,15,45,19,0,0,0,16,10,0,66,10,56,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 26.02, Shawnee County, Kansas",167,87,83,59,54,27,46,36,28,109,16,109,16,109,109,43,43,109,17,109,17,109,17,109,109,109,51,44,28,23,109,109,23,17,109,109,17,117,99,57,44,40,22,109,109,22,71,109,28,72,109,55,49,23,38,21,109,109,109,26,17,109,44,16,42,109,109,109,109,109,109,109,109
"G20017700026023","2006-2010",,,"Kansas","20","Shawnee County","177",,,"002602","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 26.02, Shawnee County, Kansas",922,447,189,68,44,24,25,14,11,0,96,12,0,15,69,0,0,0,52,0,0,0,0,52,0,0,116,39,77,15,0,0,15,75,10,36,29,475,248,79,28,51,8,8,0,0,117,14,17,86,0,44,31,13,83,25,0,0,0,15,0,43,144,67,77,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 26.02, Shawnee County, Kansas",189,137,88,57,49,29,27,21,17,109,66,19,109,25,66,109,109,109,77,109,109,109,109,77,109,109,57,37,50,25,109,109,25,53,17,33,36,134,111,67,40,60,13,13,109,109,80,21,26,75,109,43,35,23,52,30,109,109,109,25,109,39,67,46,52,109,109,109,109,109,109,109,109
"G20017700027011","2006-2010",,,"Kansas","20","Shawnee County","177",,,"002701","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 27.01, Shawnee County, Kansas",535,219,21,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,60,0,0,0,0,24,36,0,16,16,0,75,0,0,75,47,34,0,13,316,53,42,14,28,0,0,0,0,11,0,0,11,0,0,0,0,94,32,0,0,0,46,0,16,153,61,92,0,0,0,0,16,8,0,8,"Block Group 1, Census Tract 27.01, Shawnee County, Kansas",172,107,32,109,109,109,109,109,109,109,109,109,109,109,109,32,32,109,74,109,109,109,109,35,42,109,24,24,109,58,109,109,58,47,40,109,22,126,43,39,21,34,109,109,109,109,18,109,109,18,109,109,109,109,60,34,109,109,109,54,109,26,89,74,56,109,109,109,109,21,15,109,14
"G20017700027012","2006-2010",,,"Kansas","20","Shawnee County","177",,,"002701","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 27.01, Shawnee County, Kansas",619,280,94,34,34,0,47,33,14,0,13,0,13,0,0,0,0,0,46,0,46,18,28,0,0,0,84,25,59,44,0,26,18,12,12,0,0,339,101,22,12,10,0,0,0,0,56,24,0,32,0,23,23,0,31,0,0,0,0,19,0,12,172,22,150,0,0,0,0,35,25,10,0,"Block Group 2, Census Tract 27.01, Shawnee County, Kansas",203,108,70,52,52,109,44,36,23,109,20,109,20,109,109,109,109,109,38,109,38,29,25,109,109,109,80,30,75,31,109,29,28,20,20,109,109,111,60,26,20,17,109,109,109,109,48,28,109,33,109,26,26,109,36,109,109,109,109,32,109,19,94,26,91,109,109,109,109,33,29,17,109
"G20017700027013","2006-2010",,,"Kansas","20","Shawnee County","177",,,"002701","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 27.01, Shawnee County, Kansas",579,264,23,14,0,14,9,9,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,31,32,0,32,18,14,27,0,27,0,119,15,48,56,315,110,25,25,0,17,17,0,0,14,0,0,14,0,54,33,21,44,0,0,0,0,0,16,28,161,47,114,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 27.01, Shawnee County, Kansas",178,111,29,24,109,24,16,16,109,109,109,109,109,109,109,109,109,109,61,109,109,109,109,48,37,109,38,29,24,32,109,32,109,82,27,46,66,91,53,30,30,109,25,25,109,109,23,109,109,23,109,43,32,33,41,109,109,109,109,109,26,31,92,44,82,109,109,109,109,109,109,109,109
"G20017700027014","2006-2010",,,"Kansas","20","Shawnee County","177",,,"002701","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 27.01, Shawnee County, Kansas",824,408,50,12,0,12,0,0,0,0,38,26,0,0,12,0,0,0,37,0,0,0,0,37,0,0,66,66,0,117,0,91,26,138,0,38,100,416,98,0,0,0,15,0,15,0,83,0,12,71,0,0,0,0,146,0,0,0,0,0,0,146,172,59,113,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 27.01, Shawnee County, Kansas",232,147,44,18,109,18,109,109,109,109,38,33,109,109,20,109,109,109,57,109,109,109,109,57,109,109,70,70,109,86,109,79,30,100,109,41,87,128,69,109,109,109,24,109,24,109,68,109,21,64,109,109,109,109,111,109,109,109,109,109,109,111,103,47,88,109,109,109,109,109,109,109,109
"G20017700027021","2006-2010",,,"Kansas","20","Shawnee County","177",,,"002702","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 27.02, Shawnee County, Kansas",1710,803,397,219,166,53,78,49,29,0,37,0,26,0,11,63,63,0,107,17,30,30,0,25,25,10,187,93,94,58,0,11,47,54,8,46,0,907,455,186,117,69,18,18,0,0,136,40,0,70,26,115,78,37,157,19,24,0,24,74,4,36,225,98,127,0,0,0,0,70,5,32,33,"Block Group 1, Census Tract 27.02, Shawnee County, Kansas",192,124,110,81,71,36,58,44,38,109,34,109,29,109,17,35,35,109,64,27,39,39,109,32,29,15,80,58,55,38,109,17,33,44,14,39,109,137,123,83,72,43,20,20,109,109,83,39,109,67,31,51,45,32,56,20,29,109,29,47,8,31,100,60,68,109,109,109,109,56,9,29,47
"G20017700027022","2006-2010",,,"Kansas","20","Shawnee County","177",,,"002702","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 27.02, Shawnee County, Kansas",809,385,64,0,0,0,52,33,19,0,12,4,0,8,0,0,0,0,42,0,0,0,0,16,26,0,101,72,29,108,0,28,80,70,39,0,31,424,195,95,64,31,0,0,0,0,54,0,11,36,7,46,21,25,37,9,0,0,0,28,0,0,167,38,129,0,0,0,0,25,10,0,15,"Block Group 2, Census Tract 27.02, Shawnee County, Kansas",176,132,39,109,109,109,37,27,27,109,13,7,109,12,109,109,109,109,43,109,109,109,109,20,38,109,68,60,32,80,109,21,78,55,36,109,40,94,64,42,37,29,109,109,109,109,42,109,16,34,12,38,24,28,34,14,109,109,109,32,109,109,70,30,68,109,109,109,109,36,17,109,20
